,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba,svm_pred_7,svm_pred_7_proba
842,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ addNotify() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
843,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
844,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
845,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ quicksort() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
846,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ removeNotify() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
847,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
848,jEdit-4.2,WITHOUT_CLASSIFICATION,// hopefully another caret update will come?,no,undetermined,0,0,0,no,0.02728047965850348,no,0.009341504313204763,no,0.007656824474015092,no,0.006719021408140913,no,0.00601163356912322,no,0.005337083663108515,no,0.004972157439704452,no,0.004546831716575316
849,jEdit-4.2,WITHOUT_CLASSIFICATION,"// 1st step: // As explained above, resizing an instruction may require to resize another // one, which may require to resize yet another one, and so on. The first // step of the algorithm consists in finding all the instructions that // need to be resized, without modifying the code. This is done by the // following ""fix point"" algorithm: // - parse the code to find the jump instructions whose offset will need //   more than 2 bytes to be stored (the future offset is computed from the //   current offset and from the number of bytes that will be inserted or //   removed between the source and target instructions). For each such //   instruction, adds an entry in (a copy of) the indexes and sizes arrays //   (if this has not already been done in a previous iteration!) // - if at least one entry has been added during the previous step, go back //   to the beginning, otherwise stop. // In fact the real algorithm is complicated by the fact that the size of // TABLESWITCH and LOOKUPSWITCH instructions depends on their position in // the bytecode (because of padding). In order to ensure the convergence of // the algorithm, the number of bytes to be added or removed from these // instructions is over estimated during the previous loop, and computed // exactly only after the loop is finished (this requires another pass to // parse the bytecode of the method).",no,undetermined,0,0,0,no,0.0873821701422477,no,0.009337606550823567,no,0.007668085899071713,no,0.006694336580465847,no,0.006013676836732956,no,0.005329084166686744,no,0.004978466067167779,no,0.004535382467109335
850,jEdit-4.2,WITHOUT_CLASSIFICATION,// nodes remember from where they were sourced,no,undetermined,0,0,0,no,0.010058726367364197,no,0.00933393283019894,no,0.007662592952115598,no,0.0066945455658478014,no,0.006011049503288945,no,0.00532656207054585,no,0.004985008267381872,no,0.004542084596695504
851,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members,no,undetermined,0,0,0,no,0.007297601492075787,no,0.005347811290196289,no,0.004255852656867678,no,0.003685788850906923,no,0.0031991213308538487,no,0.0028153755045401173,no,0.0025970951157709694,no,0.002345058386287859
852,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ MouseHandler class,no,undetermined,0,0,0,no,0.00036618888212522355,no,0.009334083614756631,no,0.007646492919882009,no,0.00669285519277777,no,0.00600175930521408,no,0.005320990696081028,no,0.004968738721074693,no,0.004531587412171287
853,jEdit-4.2,WITHOUT_CLASSIFICATION,// jump offset // GOTO_W,no,undetermined,0,0,0,no,0.006051206229073032,no,0.0027500838024292385,no,0.0022100052223716915,no,0.0018913477390105874,no,0.0016749757300750566,no,0.001449408008792663,no,0.0013166585165734367,no,0.0011752272050264058
854,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
855,jEdit-4.2,WITHOUT_CLASSIFICATION,// this should never throw an exception.,no,undetermined,0,0,0,no,0.016601060920577525,no,0.009317604530548189,no,0.007637064277854617,no,0.006717531289669987,no,0.0060044214870534785,no,0.005335334424537534,no,0.00496101685336378,no,0.004535318271801093
856,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
857,jEdit-4.2,WITHOUT_CLASSIFICATION,// This reloads the token marker and sends a message // which causes edit panes to repaint their text areas,no,undetermined,0,0,0,no,0.015063823758367437,no,0.009338452310797761,no,0.007651742014037399,no,0.006710563595106152,no,0.006011809551936669,no,0.005331199878292647,no,0.0049738477421309634,no,0.004528668901237391
858,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Instance variables,no,undetermined,0,0,0,no,0.005084014097718401,no,0.00041853052685700656,no,0.0003312121004061948,no,0.000274287996660614,no,0.0002332047916855552,no,0.00019353899748429234,no,0.00016870629943032306,no,0.00014587644345720753
859,jEdit-4.2,WITHOUT_CLASSIFICATION,// private members,no,undetermined,0,0,0,no,0.007297601492075787,no,0.005347811290196289,no,0.004255852656867678,no,0.003685788850906923,no,0.0031991213308538487,no,0.0028153755045401173,no,0.0025970951157709694,no,0.002345058386287859
860,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getToolTipLocation() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
861,jEdit-4.2,WITHOUT_CLASSIFICATION,"/* Determine installation directory.
		 * If the jedit.home property is set, use that.
		 * Then, look for jedit.jar in the classpath.
		 * If that fails, assume this is the web start version. */",no,undetermined,0,0,0,no,0.0159541317831142,no,0.009342398019800052,no,0.007657674390969321,no,0.006703598135198555,no,0.006003471287266378,no,0.005339209528554362,no,0.004960645826954065,no,0.004534319607586146
862,jEdit-4.2,WITHOUT_CLASSIFICATION,/*onlyStatic*/,no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
863,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
864,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
865,jEdit-4.2,WITHOUT_CLASSIFICATION,// create a panel with a BoxLayout. Can't use Box here // because Box doesn't have setBorder().,no,undetermined,0,0,0,no,0.02707325229546231,no,0.009336502400008407,no,0.007658501389689086,no,0.0067074842951714165,no,0.006013171872845117,no,0.0053368795735017046,no,0.004971448749407628,no,0.004534211604686752
866,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
867,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
			Look ahead and short circuit evaluation of the rhs if:
				we're a boolean AND and the lhs is false.
		*/",no,undetermined,0,0,0,no,0.0011285048858928762,no,0.0012071863627227807,no,0.0011294319019204528,no,0.0009562641273317818,no,0.0008296978234794613,no,0.0006886207522491118,no,0.0006214808091645088,no,0.000548357768360214
868,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
869,jEdit-4.2,WITHOUT_CLASSIFICATION,"//int totalDraw = (n + 1 + NUM_OVERSHOOT_BYTES) + (n + NUM_OVERSHOOT_BYTES) + n + 65537; //compressOutOfMemory ( totalDraw, n );",no,undetermined,0,0,0,no,0.0019547192373411872,no,0.0018058385999705291,no,0.0014507189503634263,no,0.001254565400099184,no,0.0011001214120434984,no,0.0009478803749445834,no,0.0008567241451188925,no,0.0007608038071806098
870,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ setTemporaryProperty() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
871,jEdit-4.2,WITHOUT_CLASSIFICATION,// End BeanShell Modification - moved body to overloaded getMessage(),no,undetermined,0,0,0,no,0.026049775699968514,no,0.009335765838705901,no,0.007666652672064475,no,0.006705343903306429,no,0.00601750326851289,no,0.005331903037086396,no,0.0049718354103217574,no,0.004547726070416247
872,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ unsetProperty() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
873,jEdit-4.2,WITHOUT_CLASSIFICATION,// Pass 1: compute preferred row heights / column widths,no,undetermined,0,0,0,no,0.0033302098912630666,no,0.002393376885375097,no,0.0019197723367194654,no,0.0016563041126317934,no,0.001424286237113477,no,0.001262926957800764,no,0.0011320631504202283,no,0.0010091682859580736
874,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ actionPerformed() method,no,undetermined,0,0,0,no,0.006390025423529854,no,0.004210815509210526,no,0.0032278869273781757,no,0.0027891334171641193,no,0.0024758133263436404,no,0.0021200229674948876,no,0.0019407979173939882,no,0.0017443635182846967
875,jEdit-4.2,WITHOUT_CLASSIFICATION,"/* 
			Create the root ""bsh"" system object if it doesn't exist.
		*/",no,undetermined,0,0,0,no,0.0073881666839483795,no,0.007008084644666782,no,0.005281221771498879,no,0.004544599653341774,no,0.00420222458223523,no,0.003702184966045288,no,0.003430352790565987,no,0.003113221314808837
876,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ resetProperty() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
877,jEdit-4.2,WITHOUT_CLASSIFICATION,// end JcmdProcessTest.java,no,undetermined,0,0,0,no,0.010686308619223131,no,0.00934320061456968,no,0.007654819676284202,no,0.006711953657685639,no,0.006013617084078585,no,0.005324440986827128,no,0.004982761474978981,no,0.004532995614995311
878,jEdit-4.2,WITHOUT_CLASSIFICATION,// Check that the attribute doesn't // already exist!,no,undetermined,0,0,0,no,0.0030567902721721015,no,0.0018374568738614002,no,0.0015879328481189072,no,0.001407073275531153,no,0.001346138466249376,no,0.0011637595524880715,no,0.0010395655586802036,no,0.0009249800120597173
879,jEdit-4.2,WITHOUT_CLASSIFICATION,// // helper methods //,no,undetermined,0,0,0,no,0.004714952220379684,no,0.002983505057383768,no,0.002428844492646803,no,0.002115551193442624,no,0.0018471659994456179,no,0.0016000946125002817,no,0.0014438951392879633,no,0.0012918573565621544
880,jEdit-4.2,WITHOUT_CLASSIFICATION,// We have to open our own stream // to the URL.,no,undetermined,0,0,0,no,0.007873242653743576,no,0.008216701635251743,no,0.0067066438786314705,no,0.005980726597187648,no,0.005420810965566805,no,0.004832486370694737,no,0.0045185559980227465,no,0.004119550783770398
881,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getActiveView() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
882,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ charData() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
883,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
         * Nodes and heap entries run from 1.  Entry 0
         * for both the heap and nodes is a sentinel.
         */",no,undetermined,0,0,0,no,0.004575857916065892,no,0.004798670760923632,no,0.003966852725413645,no,0.003428122910979063,no,0.0030646409422491476,no,0.002663340936203917,no,0.0024681504767025235,no,0.002225861429556348
884,jEdit-4.2,WITHOUT_CLASSIFICATION,"// if any directories are selected, add // them, otherwise add current directory",no,undetermined,0,0,0,no,0.0014854618653567344,no,0.0010317669279162243,no,0.00078018979189474,no,0.0006562449707818441,no,0.000566781741771457,no,0.0004896260409621246,no,0.00042250572994406976,no,0.0003708778000847265
885,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getBottomDockingArea() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
886,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //{{{ KEY_TYPED...,no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
887,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
888,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getTime() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
889,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ DockableWindowManager constructor,no,undetermined,0,0,0,no,0.006758775633076752,no,0.00932467537970079,no,0.007646878606234063,no,0.006719788504306582,no,0.006026122882225733,no,0.005323421970827596,no,0.004959612163565521,no,0.004531320874748791
890,jEdit-4.2,WITHOUT_CLASSIFICATION,"//Font font = UIManager.getFont(""Label.font"");",no,undetermined,0,0,0,no,0.004996268677849249,no,0.004544639024701756,no,0.0037118744137963067,no,0.00322566654822321,no,0.0028592834832955583,no,0.002505432929433315,no,0.0022956411471141973,no,0.002069224300413127
891,jEdit-4.2,WITHOUT_CLASSIFICATION,// NON-ALPHANUMERIC OPERATOR //  \W,no,undetermined,0,0,0,no,0.004657952973704673,no,0.0068937750666930525,no,0.005649957443256391,no,0.004939901861019968,no,0.00438738347672097,no,0.003869912875999113,no,0.003590947420537019,no,0.003258507386215319
892,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ actionPerformed() method,no,undetermined,0,0,0,no,0.006390025423529854,no,0.004210815509210526,no,0.0032278869273781757,no,0.0027891334171641193,no,0.0024758133263436404,no,0.0021200229674948876,no,0.0019407979173939882,no,0.0017443635182846967
893,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
             * Now ftab contains the first loc of every small bucket.
             * Calculate the running order, from smallest to largest
             * big bucket.
             */",no,undetermined,0,0,0,no,0.004510651430570405,no,0.0034928583811980806,no,0.0028528268220952414,no,0.00246970848806277,no,0.0021214343495146964,no,0.0018071561239467104,no,0.0015892617800068417,no,0.0014232328644619243
894,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getToolTipText() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
895,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
         * Now the selectors.
         */",no,undetermined,0,0,0,no,0.003683841871985454,no,0.0035951141104736233,no,0.002881949774125136,no,0.002496975699222068,no,0.0021987732198962768,no,0.0019222170964571814,no,0.001766300859733939,no,0.0015839812597667122
896,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Clock constructor,no,undetermined,0,0,0,no,0.00560942755504771,no,0.006372077973673894,no,0.005355918388304564,no,0.0047035895404355845,no,0.0041523912053858655,no,0.0036648711856135815,no,0.00337929888818254,no,0.003065026434400966
897,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ makeServerScript() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
898,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Clock class,no,undetermined,0,0,0,no,0.0035774836713353573,no,0.0062626394638086585,no,0.0051603631968085125,no,0.004514852855245581,no,0.004017898357715558,no,0.003547833378791672,no,0.0032813417278216546,no,0.0029744719284616195
899,jEdit-4.2,WITHOUT_CLASSIFICATION,// don't show menu items to dock into a plain view,no,undetermined,0,0,0,no,0.010740612401693378,no,0.009332525647486972,no,0.007656091021088167,no,0.006692765438297928,no,0.006004784008295967,no,0.005330583168013782,no,0.004968289865031652,no,0.0045308993202589
900,jEdit-4.2,WITHOUT_CLASSIFICATION,//MemoryStatus.this.getBorder().getBorderInsets(this);,no,undetermined,0,0,0,no,0.0018355190118319526,no,0.00321319039039002,no,0.0041201779976719225,no,0.0037679575574175606,no,0.0033475495657414715,no,0.003937123256794389,no,0.00360667961601061,no,0.0032728450668846635
901,jEdit-4.2,WITHOUT_CLASSIFICATION,// returns Object covering both Double and Boolean return types,no,undetermined,0,0,0,no,0.0017914618906187127,no,0.0019132758351679108,no,0.0014114052820952824,no,0.0012165727375688861,no,0.0010558670208387039,no,0.0009096976773379135,no,0.0008082842188395054,no,0.0007159735613413797
902,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members,no,undetermined,0,0,0,no,0.007297601492075787,no,0.005347811290196289,no,0.004255852656867678,no,0.003685788850906923,no,0.0031991213308538487,no,0.0028153755045401173,no,0.0025970951157709694,no,0.002345058386287859
903,jEdit-4.2,WITHOUT_CLASSIFICATION,// this is package-private so that the painter can use it without // having to call getSelection() (which involves an array copy),no,undetermined,0,0,0,no,0.06019513918239356,no,0.009330461643628045,no,0.007642066877175699,no,0.006714984340486414,no,0.006025004687113385,no,0.005332109427863918,no,0.004974384232284955,no,0.004537323967957711
904,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ update() method,no,undetermined,0,0,0,no,0.0027806827256711838,no,0.001494331679370954,no,0.0011355822552738546,no,0.0009436993020338182,no,0.000823578463191129,no,0.000684647192855441,no,0.0006129382153106537,no,0.0005412757332933445
905,jEdit-4.2,WITHOUT_CLASSIFICATION,// -------------------------------------------------------------------------- // Constructor // --------------------------------------------------------------------------,no,undetermined,0,0,0,no,0.006758775633076752,no,0.00932467537970079,no,0.007646878606234063,no,0.006719788504306582,no,0.006026122882225733,no,0.005323421970827596,no,0.004959612163565521,no,0.004531320874748791
906,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
907,jEdit-4.2,WITHOUT_CLASSIFICATION,"// do operating system specific stuff (creating startup // scripts, installing man pages, etc.)",no,undetermined,0,0,0,no,0.018002604944988256,no,0.00935872410759722,no,0.007653727244221755,no,0.0067091201242569206,no,0.006022889434718506,no,0.0053433432459406155,no,0.004977245974341799,no,0.004538242606407501
908,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ HistoryTextField constructor,no,undetermined,0,0,0,no,0.006758775633076752,no,0.00932467537970079,no,0.007646878606234063,no,0.006719788504306582,no,0.006026122882225733,no,0.005323421970827596,no,0.004959612163565521,no,0.004531320874748791
909,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ TreeHandler class,no,undetermined,0,0,0,no,0.00036618888212522355,no,0.009334083614756631,no,0.007646492919882009,no,0.00669285519277777,no,0.00600175930521408,no,0.005320990696081028,no,0.004968738721074693,no,0.004531587412171287
910,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ DockableWindowCompare class,no,undetermined,0,0,0,no,0.00036618888212522355,no,0.009334083614756631,no,0.007646492919882009,no,0.00669285519277777,no,0.00600175930521408,no,0.005320990696081028,no,0.004968738721074693,no,0.004531587412171287
911,jEdit-4.2,WITHOUT_CLASSIFICATION,// Read the default value.,no,undetermined,0,0,0,no,0.0001920208309313355,no,0.00011998009565915882,no,8.924818412140158e-05,no,7.313428074628941e-05,no,6.190457289683216e-05,no,5.016066968328155e-05,no,4.2846661076190327e-05,no,3.622776599406462e-05
912,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
913,jEdit-4.2,WITHOUT_CLASSIFICATION,// component that will parent any dialog boxes,no,undetermined,0,0,0,no,0.014587209677961238,no,0.00935168693836179,no,0.007652007388659262,no,0.006701172054832407,no,0.006000805931400208,no,0.005327426476463085,no,0.0049827851306555645,no,0.004537058453875326
914,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getToolTipLocation() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
915,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
             * Use simpleSort(), since the full sorting mechanism
             * has quite a large constant overhead.
             */",no,undetermined,0,0,0,no,0.018807286810618124,no,0.009337260172820976,no,0.007660565633402816,no,0.006714535192045457,no,0.006012221059842647,no,0.005332209419268408,no,0.004978024652390224,no,0.004536844424988674
916,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
917,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
918,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
919,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
         * In the various block-sized structures, live data runs
         * from 0 to last+NUM_OVERSHOOT_BYTES inclusive.  First,
         * set up the overshoot area for block.
         */",no,undetermined,0,0,0,no,0.0030655135356281067,no,0.003081665264731148,no,0.0024646456078891155,no,0.0020878491282012713,no,0.0018261444219630002,no,0.0016013833127413303,no,0.0014532817841553664,no,0.0013002652039869878
920,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
921,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ showPopupMenu() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
922,jEdit-4.2,WITHOUT_CLASSIFICATION,"//lhs.assign( null, false );",no,undetermined,0,0,0,no,0.004118338150408034,no,0.002373479234667011,no,0.0019214853621747862,no,0.0016251515502377202,no,0.001427713085037019,no,0.0012098138587913578,no,0.0010590574138384242,no,0.0009425373588604226
923,jEdit-4.2,WITHOUT_CLASSIFICATION,// pushes handler block onto the stack of blocks to be visited,no,undetermined,0,0,0,no,0.007098640451518752,no,0.004629658519023737,no,0.0037770033558514665,no,0.0032802300620600276,no,0.0029107537826063967,no,0.0025470243013368597,no,0.0023583288870961594,no,0.0021275444016332374
924,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members,no,undetermined,0,0,0,no,0.007297601492075787,no,0.005347811290196289,no,0.004255852656867678,no,0.003685788850906923,no,0.0031991213308538487,no,0.0028153755045401173,no,0.0025970951157709694,no,0.002345058386287859
925,jEdit-4.2,WITHOUT_CLASSIFICATION,// End BeanShell Modification - added sourceFile info,no,undetermined,0,0,0,no,0.01604056597177026,no,0.007059694171347061,no,0.0058170257606398315,no,0.005097877989245892,no,0.0045466512814758475,no,0.0039699085025721205,no,0.0036515206801814933,no,0.00331259591670522
926,jEdit-4.2,WITHOUT_CLASSIFICATION,"// failsafe, set the Line as the origin of the error.",no,undetermined,0,0,0,no,0.00130430199244815,no,0.001077405909301758,no,0.0007723260033035558,no,0.0006491401667612088,no,0.0005831530620103455,no,0.0005104350449707986,no,0.0004465125025448301,no,0.0003920480516484095
927,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
                 * copy 1
                 */",no,undetermined,0,0,0,no,0.009709367094255118,no,0.009064492842322507,no,0.007464653252876799,no,0.006530960881361451,no,0.005851613519083308,no,0.005170840587487455,no,0.004804721212888227,no,0.004385525873850838
928,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
929,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ doAWTRequests() method,no,undetermined,0,0,0,no,0.0065982180587316535,no,0.0035946124096876233,no,0.0025683101108396186,no,0.002191115435553804,no,0.0019351012896379018,no,0.001526226624591756,no,0.0013924932491454958,no,0.0012451358218778616
930,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,0,0,no,0.009586109328967357,no,0.009326558098133696,no,0.007644742622886458,no,0.006699344350590266,no,0.006005118744861479,no,0.005327470001760893,no,0.0049666370917517905,no,0.004530909238712086
