,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba
870,emf-2.4.1,WITHOUT_CLASSIFICATION,//  We expect this failure when running stand-alone //,no,undetermined,0,0,0,no,0.03862729921850459
871,emf-2.4.1,WITHOUT_CLASSIFICATION,// use a stack to accumulate segments,no,undetermined,0,0,0,no,0.03856754427935894
872,emf-2.4.1,WITHOUT_CLASSIFICATION,// Compute the index within that bit pattern for this feature ID // and fetch that bit at that index. //,no,undetermined,0,0,0,no,0.044082440239321445
873,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$,no,undetermined,0,0,0,no,0.036014847802042706
874,emf-2.4.1,WITHOUT_CLASSIFICATION,"// For isSet, we only need to check the bit and return -1 when the bit is 0. //",no,undetermined,0,0,0,no,0.04292065938659697
875,emf-2.4.1,WITHOUT_CLASSIFICATION,// return a correctly sized result,no,undetermined,0,0,0,no,0.04057823939024956
876,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the value index set, there's no index to return. //",no,undetermined,0,0,0,no,0.03845441149240483
877,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty statement.,no,undetermined,0,0,0,no,0.04142726543567451
878,emf-2.4.1,WITHOUT_CLASSIFICATION,"//return value != null && value.length() != 0 && //  value.charAt(0) != SEGMENT_SEPARATOR && //  validate(value, URIC_HI, URIC_LO, true, true);",no,undetermined,0,0,0,no,0.03833618627628142
879,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
880,emf-2.4.1,WITHOUT_CLASSIFICATION,// This just notifies those things that are affected by the selection. //,no,undetermined,0,0,0,no,0.03789428419879413
881,emf-2.4.1,WITHOUT_CLASSIFICATION,// no validation needed since all components are from existing URIs,no,undetermined,0,0,0,no,0.048996585840806434
882,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the result is not a proxy, cache it. //",no,undetermined,0,0,0,no,0.03647118811854415
883,emf-2.4.1,WITHOUT_CLASSIFICATION,// Server based authority.,no,undetermined,0,0,0,no,0.03721422806947025
884,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //,no,undetermined,0,0,0,no,0.037290049713036524
885,emf-2.4.1,WITHOUT_CLASSIFICATION,// can check against path characters because the set // is the same except for '/' which we've already excluded.,no,undetermined,0,0,0,no,0.03612613759728396
886,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize all the fields from the command parameter. //,no,undetermined,0,0,0,no,0.03514004438653878
887,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Check that port is well formed if it exists. // REVISIT: There's no restriction on port value ranges, but // perform the same check as in setPort to be consistent. Pass // in a string to this method instead of an integer.",no,undetermined,0,0,0,no,0.03987058777937768
888,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
889,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters,no,undetermined,0,0,0,no,0.03489824390566534
890,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
891,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * (non-Javadoc)
   * 
   * @see org.eclipse.jface.window.Window#close()
   */",no,undetermined,0,0,0,no,0.037170524144597775
892,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
893,emf-2.4.1,WITHOUT_CLASSIFICATION,"// IPv6 addresses are 128-bit, so there can be at most eight sections.",no,undetermined,0,0,0,no,0.04242242797260604
894,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
895,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * All Eclipse-dependent operations are delegated to this class. This pattern avoids any runtime failure due to
   * missing dependencies in the stand-alone case.
   */",no,undetermined,0,0,0,no,0.03642221871371873
896,emf-2.4.1,WITHOUT_CLASSIFICATION,// Mark meta-data to indicate it can't be changed,no,undetermined,0,0,0,no,0.03896751214495228
897,emf-2.4.1,WITHOUT_CLASSIFICATION,"//return value != null && validate(value, SEGMENT_CHAR_HI, SEGMENT_CHAR_LO, true, true);",no,undetermined,0,0,0,no,0.0377559937360481
898,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
899,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
   * @see org.eclipse.emf.codegen.merge.java.facade.FacadeHelper#insertSibling(org.eclipse.emf.codegen.merge.java.facade.JNode, org.eclipse.emf.codegen.merge.java.facade.JNode, boolean)
   */",no,undetermined,0,0,0,no,0.03800346923479346
900,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
901,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Trying to match the following productions: // hexseq = hex4 *( "":"" hex4) // hex4   = 1*4HEXDIG",no,undetermined,0,0,0,no,0.040413690882903516
902,emf-2.4.1,WITHOUT_CLASSIFICATION,// Count just the bits up to this one. // Note that shifting 32 bits is a no op. //,no,undetermined,0,0,0,no,0.03799893475275042
903,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This might be invalid or an IPv4address. If it's potentially an IPv4address, // backup to just after the last valid character that matches hexseq.",no,undetermined,0,0,0,no,0.03822406213366992
904,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Determine the index for the feature and return the value at that index, if an index is assigned. //",no,undetermined,0,0,0,no,0.040027691501636535
905,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 7 of value (byte) 33 // Fill 38 of value (byte) -19 // Fill 10 of value (byte) 33 // Fill 17 of value (byte) -87,no,undetermined,0,0,0,no,0.03865712484590246
906,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine if an index is assigned. //,no,undetermined,0,0,0,no,0.040058212489686676
907,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 58 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 11 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 8 of value (byte) -19,no,undetermined,0,0,0,no,0.03881107423424645
908,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the index. //,no,undetermined,0,0,0,no,0.03996119301041538
909,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
 * <!-- begin-user-doc -->
 * The <b>Switch</b> for the model's inheritance hierarchy.
 * It supports the call {@link #doSwitch(EObject) doSwitch(object)} 
 * to invoke the <code>caseXXX</code> method for each class of the model,
 * starting with the actual class of the object 
 * and proceeding up the inheritance hierarchy
 * until a non-null result is returned, 
 * which is the result of the switch.
 * <!-- end-user-doc -->
 * @see org.eclipse.emf.codegen.ecore.genmodel.GenModelPackage
 * @generated
 */",no,undetermined,0,0,0,no,0.04024188218687374
910,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If it's newly allocated, add a new value, and indicate there was no previous value. //",no,undetermined,0,0,0,no,0.042157371552593303
911,emf-2.4.1,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
   * @see org.eclipse.emf.codegen.merge.java.facade.ast.ASTJAbstractType#getChildren()
   */",no,undetermined,0,0,0,no,0.04047742961799733
912,emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't use 'cotinue' for this loop. // single-range | from-to-range | subtraction,no,undetermined,0,0,0,no,0.03973682991273144
913,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initializing the Character Flag Array // Code generated by: XMLCharGenerator.,no,undetermined,0,0,0,no,0.040731580444299954
914,emf-2.4.1,WITHOUT_CLASSIFICATION,// Forward the interned value. //,no,undetermined,0,0,0,no,0.039621727750639234
915,emf-2.4.1,WITHOUT_CLASSIFICATION,// We'll assume that the copy command can execute and that adding a copy of the clipboard // is the same test as adding the clipboard contents itself. //,no,undetermined,0,0,0,no,0.03714213684544644
916,emf-2.4.1,WITHOUT_CLASSIFICATION,// If it's a parameterized type... //,no,undetermined,0,0,0,no,0.03962740838124816
917,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-2$,no,undetermined,0,0,0,no,0.03868728521671931
918,emf-2.4.1,WITHOUT_CLASSIFICATION,// both prefix (if any) a localpart must be valid NCName,no,undetermined,0,0,0,no,0.03800851778691452
919,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters,no,undetermined,0,0,0,no,0.03657864290277772
920,emf-2.4.1,WITHOUT_CLASSIFICATION,// The instance class name is the erasure. //,no,undetermined,0,0,0,no,0.03948833682123287
921,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) -87 // Fill 9 of value (byte) 33 // Fill 53 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 28 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 8 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 55 of value (byte) 33 // Fill 38 of value (byte) -19 // Fill 2 of value (byte) 33,no,undetermined,0,0,0,no,0.038636582913576974
922,emf-2.4.1,WITHOUT_CLASSIFICATION,// If it is changing... //,no,undetermined,0,0,0,no,0.041814326274776804
923,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 8 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 22 of value (byte) -19,no,undetermined,0,0,0,no,0.03878926860606265
924,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the name isn't a qualified name and isn't a primitive type, it's assumed to denote some arbitrary type parameter. //",no,undetermined,0,0,0,no,0.03962212886996482
925,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) 33,no,undetermined,0,0,0,no,0.03925660341253856
926,emf-2.4.1,WITHOUT_CLASSIFICATION,// Be sure to pick up any trailing [] brackets. //,no,undetermined,0,0,0,no,0.03702216198402856
927,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the bundle can't be found the normal way, try to find it as the base URL. // If that also doesn't work, rethrow the original exception. //",no,undetermined,0,0,0,no,0.042266482456941916
928,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Is the first character a special character, i.e., something other than '@'? //",no,undetermined,0,0,0,no,0.0355566785595493
929,emf-2.4.1,WITHOUT_CLASSIFICATION,// note: isRelative() -> hierarchical,no,undetermined,0,0,0,no,0.0409866681665935
930,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Returns null if the specified value is null or would be a valid path // segment array of a URI; otherwise, the value of the first invalid // segment. ",no,undetermined,0,0,0,no,0.036253058540981216
931,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 2 of value (byte) -19 // Fill 16 of value (byte) 33,no,undetermined,0,0,0,no,0.03823387269293124
932,emf-2.4.1,WITHOUT_CLASSIFICATION,// Is it the start of a source URI of an annotation? //,no,undetermined,0,0,0,no,0.03996068348341601
933,emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain other dependent packages,no,undetermined,0,0,0,no,0.04084713198146443
934,emf-2.4.1,WITHOUT_CLASSIFICATION,// Recompute the read only state. //,no,undetermined,0,0,0,no,0.03793424351732582
935,emf-2.4.1,WITHOUT_CLASSIFICATION,"//return value == null || validate(value, SEGMENT_CHAR_HI, SEGMENT_CHAR_LO, true, true);",no,undetermined,0,0,0,no,0.0377559937360481
936,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh any actions that may become enabled or disabled. //,no,undetermined,0,0,0,no,0.039454243063454436
937,emf-2.4.1,WITHOUT_CLASSIFICATION,// Go through class super types to catch constraints from other packages,no,undetermined,0,0,0,no,0.03850009027999857
938,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
939,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 5 of value (byte) -87 // Fill 4 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 3 of value (byte) -87 // Fill 11 of value (byte) 33 // Fill 4 of value (byte) -19,no,undetermined,0,0,0,no,0.03840906499804263
940,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from interface.
   */",no,undetermined,0,0,0,no,0.043697860315800564
941,emf-2.4.1,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,0,0,no,0.03868728521671931
942,emf-2.4.1,WITHOUT_CLASSIFICATION,// If this is just a proxy being resolved... //,no,undetermined,0,0,0,no,0.03893656955386475
943,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 3 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 8 of value (byte) -19,no,undetermined,0,0,0,no,0.03876227693972566
944,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty.,no,undetermined,0,0,0,no,0.04020765959553531
945,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -87 // Fill 18 of value (byte) 33,no,undetermined,0,0,0,no,0.03824937413689109
946,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty.,no,undetermined,0,0,0,no,0.04020765959553531
947,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 6 of value (byte) -87 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 3 of value (byte) -87 // Fill 8 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 4 of value (byte) 33 // Fill 2 of value (byte) -19,no,undetermined,0,0,0,no,0.038392935118747175
948,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty.,no,undetermined,0,0,0,no,0.04020765959553531
949,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) -87 // Fill 7 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 7 of value (byte) 33,no,undetermined,0,0,0,no,0.038401145610673065
950,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty.,no,undetermined,0,0,0,no,0.04020765959553531
951,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.04020765959553531
952,emf-2.4.1,WITHOUT_CLASSIFICATION,// note: authority == null -> hierarchical // (authority == null && device == null && !absolutePath) -> scheme == null,no,undetermined,0,0,0,no,0.03904849343412279
953,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 10 of value (byte) -19,no,undetermined,0,0,0,no,0.03934501944062167
954,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
955,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19,no,undetermined,0,0,0,no,0.038783564590120126
956,emf-2.4.1,WITHOUT_CLASSIFICATION,// Update the classifier and hence the raw type as normal. //,no,undetermined,0,0,0,no,0.03755819208541797
957,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**
   * Calls <code>validateXXX</code> for the corresponding classifier of the model.
   * <!-- begin-user-doc -->
   * <!-- end-user-doc -->
   * @generated
   */",no,undetermined,0,0,0,no,0.043594022417718765
958,emf-2.4.1,WITHOUT_CLASSIFICATION,"// if the node is less than 1 line long, but its contents is replaced by multiple lines, // comment out each line in it",no,undetermined,0,0,0,no,0.03997319001446828
959,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19,no,undetermined,0,0,0,no,0.03875843197342648
960,emf-2.4.1,WITHOUT_CLASSIFICATION,// Find the closing '%' //,no,undetermined,0,0,0,no,0.039196436358546846
961,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * (non-Javadoc)
   * 
   * @see org.eclipse.emf.ecore.util.BasicExtendedMetaData#isFeatureKindSpecific()
   */",no,undetermined,0,0,0,no,0.03891398079702586
962,emf-2.4.1,WITHOUT_CLASSIFICATION,// cause a syntax error,no,undetermined,0,0,0,no,0.04131523201263443
963,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 8 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 145 of value (byte) 33 // Fill 46 of value (byte) -19,no,undetermined,0,0,0,no,0.038572245062831495
964,emf-2.4.1,WITHOUT_CLASSIFICATION,// Decode all encoded characters. //,no,undetermined,0,0,0,no,0.039418570451102704
965,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If that fails, determine the URL for the class itself. // The URL will be of one of the following forms, // so there are a few good places to consider looking for the plugin.properties. // // For a plugin.xml with runtime=""common.jar"": // jar:file:/D:/sandbox/unpackage1-3.1M7/eclipse/plugins/org.eclipse.emf.common/common.jar!/org/eclipse/common/CommonPlugin.class // // For a plugin.xml with runtime=""runtime/common.jar"": // jar:file:/D:/sandbox/unpackage1-3.1M7/eclipse/plugins/org.eclipse.emf.common/runtime/common.jar!/org/eclipse/common/CommonPlugin.class // // For a plugin.xml with runtime=""."" where the plugin is jarred: // jar:file:/D:/sandbox/unpackage1-3.1M7/eclipse/plugins/org.eclipse.emf.common.jar!/org/eclipse/common/CommonPlugin.class // // For a plugin.xml with runtime=""."" where the plugin is not jarred. // file:/D:/sandbox/unpackage1-3.1M7/eclipse/plugins/org.eclipse.emf.common/org/eclipse/emf/common/CommonPlugin.class // // Running in PDE with bin on classpath: // file:/D:/sandbox/unpackage1-3.1M7/eclipse/plugins/org.eclipse.emf.common/bin/org/eclipse/emf/common/CommonPlugin.class //",no,undetermined,0,0,0,no,0.03747212500650973
966,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from base class.
   */",no,undetermined,0,0,0,no,0.04223682921856666
967,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 18 of value (byte) 33 // Fill 2 of value (byte) -87,no,undetermined,0,0,0,no,0.038379661105105836
968,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Check for a count, i.e., a '.' followed by a number. //",no,undetermined,0,0,0,no,0.03687194153474218
969,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 2 of value (byte) -19,no,undetermined,0,0,0,no,0.03896354876367712
970,emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for trailing count. //,no,undetermined,0,0,0,no,0.037309302963351866
971,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 4 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 8 of value (byte) -19,no,undetermined,0,0,0,no,0.038448152421469525
972,emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for a matching named element. //,no,undetermined,0,0,0,no,0.039749646041805906
973,emf-2.4.1,WITHOUT_CLASSIFICATION,// return eContainerFeatureID;,no,undetermined,0,0,0,no,0.03979525703883845
974,emf-2.4.1,WITHOUT_CLASSIFICATION,// Find the uppermost class loader in the hierarchy that can load the class. //,no,undetermined,0,0,0,no,0.0389333591494412
975,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 6 of value (byte) -87 // Fill 4 of value (byte) 33 // Fill 6 of value (byte) -87,no,undetermined,0,0,0,no,0.038205035066163545
976,emf-2.4.1,WITHOUT_CLASSIFICATION,// JControlModel.class is used with classNames that were not found //,no,undetermined,0,0,0,no,0.04110690939674046
977,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 33 of value (byte) -19 // Fill 7 of value (byte) 33 // Fill 20 of value (byte) -87,no,undetermined,0,0,0,no,0.03857343383771648
978,emf-2.4.1,WITHOUT_CLASSIFICATION,// }},no,undetermined,0,0,0,no,0.04020765959553531
979,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing.,no,undetermined,0,0,0,no,0.04020765959553531
980,emf-2.4.1,WITHOUT_CLASSIFICATION,// Register with the upper most class loader that's able to load the class. //,no,undetermined,0,0,0,no,0.04016860165209352
981,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) 33 // Fill 3 of value (byte) -19,no,undetermined,0,0,0,no,0.03875843197342648
982,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This let's us test whether the string exists as a file. // If not, we try as a URI. //",no,undetermined,0,0,0,no,0.0345762787542006
983,emf-2.4.1,WITHOUT_CLASSIFICATION,"// ...or if it's a wildcard or group feature.  Also, make it FeatureMap-typed. //",no,undetermined,0,0,0,no,0.04042167127972959
984,emf-2.4.1,WITHOUT_CLASSIFICATION,// First try to see if this class has an eInstance  //,no,undetermined,0,0,0,no,0.03668188067940627
985,emf-2.4.1,WITHOUT_CLASSIFICATION,// Try and get the resource selection to determine a current directory for the file dialog. //,no,undetermined,0,0,0,no,0.03423538174323933
986,emf-2.4.1,WITHOUT_CLASSIFICATION,// First try to see if this class has an eInstance  //,no,undetermined,0,0,0,no,0.03668188067940627
987,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.04020765959553531
988,emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember the file. //,no,undetermined,0,0,0,no,0.03509161591536224
989,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 81 of value (byte) 33 // Fill 3 of value (byte) -19 // Fill 3714 of value (byte) 33,no,undetermined,0,0,0,no,0.038789459562933816
990,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the work within an operation. //,no,undetermined,0,0,0,no,0.04390804068902782
991,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 5 of value (byte) -87 // Fill 11 of value (byte) 33 // Fill 84 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 90 of value (byte) -19,no,undetermined,0,0,0,no,0.038522389638154214
992,emf-2.4.1,WITHOUT_CLASSIFICATION,// note: authority == null -> hierarchical // (authority == null && device == null && !absolutePath) -> scheme == null,no,undetermined,0,0,0,no,0.03904849343412279
993,emf-2.4.1,WITHOUT_CLASSIFICATION,// no authority: use base's,no,undetermined,0,0,0,no,0.03986639972467004
994,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a resource set //,no,undetermined,0,0,0,no,0.03736462451232535
995,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * (non-Javadoc)
   * 
   * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getNamespace(org.eclipse.emf.ecore.EPackage)
   */",no,undetermined,0,0,0,no,0.038647389632956164
996,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the URI of the model file. //,no,undetermined,0,0,0,no,0.03930990270316437
997,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -87 // Fill 6 of value (byte) 33 // Fill 40 of value (byte) -19 // Fill 7379 of value (byte) 33 // Fill 20902 of value (byte) -19 // Fill 3162 of value (byte) 33 // Fill 11172 of value (byte) -19 // Fill 92 of value (byte) 33 // Fill 8190 of value (byte) 33,no,undetermined,0,0,0,no,0.03866231863925154
998,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Returns true if the given value is an archive scheme, as defined by // the org.eclipse.emf.common.util.URI.archiveSchemes system property. // By default, ""jar"", ""zip"", and ""archive"" are considered archives.",no,undetermined,0,0,0,no,0.03726853116068886
999,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the feature is a bidirectional reference with a multiplicity-many reverse, a composite reverse, // or a multiplicity-1 reverse that is already set (on value), then we'll switch things around and  // execute this command a little differently, because otherwise it's not undoable. //",no,undetermined,0,0,0,no,0.04032499207956825
1000,emf-2.4.1,WITHOUT_CLASSIFICATION,// Add the initial model object to the contents. //,no,undetermined,0,0,0,no,0.037129883923500764
1001,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a sibling has been specified, add the best index possible to each CommandParameter. //",no,undetermined,0,0,0,no,0.044740403652443674
1002,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the contents of the resource to the file system. //,no,undetermined,0,0,0,no,0.03497970383157764
1003,emf-2.4.1,WITHOUT_CLASSIFICATION,// There are attributes to handle.,no,undetermined,0,0,0,no,0.04101586456464125
1004,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Make sure the file ends in "".ecore"". //",no,undetermined,0,0,0,no,0.039013721818368576
1005,emf-2.4.1,WITHOUT_CLASSIFICATION,// genPackage can be a broken proxy,no,undetermined,0,0,0,no,0.04354233197802092
1006,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a page, set the title, and the initial model file name. //",no,undetermined,0,0,0,no,0.03682406147001916
1007,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We never directly set a multiplicity-many feature to a list directly.  Instead, we remove the old values // values, move the values that remain, and insert the new values.  If all old values are removed, we'll still // set it to an empty list, or unset it, as appropriate.  //",no,undetermined,0,0,0,no,0.040037755126402355
1008,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the resource... //,no,undetermined,0,0,0,no,0.03897436071935313
1009,emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path,no,undetermined,0,0,0,no,0.03862040908284054
1010,emf-2.4.1,WITHOUT_CLASSIFICATION,// This gives us a directory... //,no,undetermined,0,0,0,no,0.037483274549830296
1011,emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //,no,undetermined,0,0,0,no,0.04180519874627081
1012,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set this for the container. //,no,undetermined,0,0,0,no,0.03637469878383199
1013,emf-2.4.1,WITHOUT_CLASSIFICATION,"// if the relative path is empty or ends in an empty segment, a parent  // reference, or a self reference, add a trailing separator to a // non-empty path",no,undetermined,0,0,0,no,0.0358910321358021
1014,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
1015,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This returns a name like employeeNumber formatted like 'Employee Number' // This returns the same as getCapName unless it starts with ""is"" in which case the ""is"" is stripped  // This returns the name to be used in accessor method names; it's the same as getCapName, unless this is the key or value of a map entry, for which ""Typed"" is prepended // This returns the name of the get array-based accessor method for the list feature. // This returns the name of the get accessor method for the feature, i.e., either ""is"" or ""get"" is prefixed to getAccessorName",no,undetermined,0,0,0,no,0.03896619118788799
1016,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //,no,undetermined,0,0,0,no,0.04010486768825189
1017,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,0,0,no,0.04020765959553531
1018,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,undetermined,0,0,0,no,0.03852181212086787
1019,emf-2.4.1,WITHOUT_CLASSIFICATION,"// For a many-to-many association, the command can only be undoable if the value or owner is last in its // respective list, since the undo will include an inverse add.  So, if the value is last, but the owner is // not, we create an undoable compound command that removes from the opposite end and then inserts the new // value. //",no,undetermined,0,0,0,no,0.037606004070765024
